date,weekend,value,quarter,month,day
2019-02-22,0,9.2,1,2,22
2019-02-23,1,8.822,1,2,23
2019-02-24,1,12.238999999999999,1,2,24
2019-02-25,0,11.014999999999999,1,2,25
2019-02-26,0,9.534,1,2,26
2019-02-27,0,9.623,1,2,27
2019-02-28,0,10.262,1,2,28
2019-03-01,0,13.451,1,3,1
2019-03-02,1,10.539,1,3,2
2019-03-03,1,12.125,1,3,3
2019-03-04,0,8.661999999999999,1,3,4
2019-03-05,0,14.609,1,3,5
2019-03-06,0,34.014,1,3,6
2019-03-07,0,25.363,1,3,7
2019-03-08,0,25.433,1,3,8
2019-03-09,1,37.499,1,3,9
2019-03-10,1,21.045,1,3,10
2019-03-11,0,10.591999999999999,1,3,11
2019-03-12,0,11.272,1,3,12
2019-03-13,0,16.728,1,3,13
2019-03-14,0,8.193,1,3,14
2019-03-15,0,6.419,1,3,15
2019-03-16,1,6.34,1,3,16
2019-03-17,1,10.757,1,3,17
2019-03-18,0,9.141,1,3,18
2019-03-19,0,10.795,1,3,19
2019-03-20,0,9.183,1,3,20
2019-03-21,0,9.369122721,1,3,21
2019-03-22,0,9.44385326,1,3,22
2019-03-23,1,9.439673083,1,3,23
2019-03-24,1,10.92,1,3,24
2019-03-25,0,11.786999999999999,1,3,25
2019-03-26,0,15.197,1,3,26
2019-03-27,0,14.13,1,3,27
2019-03-28,0,8.78,1,3,28
2019-03-29,0,9.029,1,3,29
2019-03-30,1,14.364,1,3,30
2019-03-31,1,9.684999999999999,1,3,31
2019-04-01,0,11.674999999999999,2,4,1
2019-04-02,0,10.379999999999999,2,4,2
2019-04-03,0,13.856,2,4,3
2019-04-04,0,10.052999999999999,2,4,4
2019-04-05,0,18.485,2,4,5
2019-04-06,1,28.823,2,4,6
2019-04-07,1,38.336,2,4,7
2019-04-08,0,27.408,2,4,8
2019-04-09,0,38.999,2,4,9
2019-04-10,0,23.849,2,4,10
2019-04-11,0,9.732999999999999,2,4,11
2019-04-12,0,10.11,2,4,12
2019-04-13,1,12.237,2,4,13
2019-04-14,1,11.035,2,4,14
2019-04-15,0,8.633,2,4,15
2019-04-16,0,11.125,2,4,16
2019-04-17,0,16.212,2,4,17
2019-04-18,0,14.685,2,4,18
2019-04-19,0,8.197,2,4,19
2019-04-20,1,6.8149999999999995,2,4,20
2019-04-21,1,9.011,2,4,21
2019-04-22,0,11.968,2,4,22
2019-04-23,0,12.68,2,4,23
2019-04-24,0,12.738,2,4,24
2019-04-25,0,16.942,2,4,25
2019-04-26,0,21.125,2,4,26
2019-04-27,1,16.319,2,4,27
2019-04-28,1,17.471,2,4,28
2019-04-29,0,20.319,2,4,29
2019-04-30,0,23.668,2,4,30
2019-05-01,0,15.758000000000001,2,5,1
2019-05-02,0,9.471,2,5,2
2019-05-03,0,13.584,2,5,3
2019-05-04,1,14.583,2,5,4
2019-05-05,1,24.435000000000002,2,5,5
2019-05-06,0,26.892,2,5,6
2019-05-07,0,33.104,2,5,7
2019-05-08,0,36.171,2,5,8
2019-05-09,0,37.948,2,5,9
2019-05-10,0,25.183,2,5,10
2019-05-11,1,9.579,2,5,11
2019-05-12,1,8.626,2,5,12
2019-05-13,0,14.292,2,5,13
2019-05-14,0,17.084,2,5,14
2019-05-15,0,18.936,2,5,15
2019-05-16,0,18.569,2,5,16
2019-05-17,0,21.678,2,5,17
2019-05-18,1,25.141,2,5,18
2019-05-19,1,37.577,2,5,19
2019-05-20,0,29.705000000000002,2,5,20
2019-05-21,0,28.195,2,5,21
2019-05-22,0,33.152,2,5,22
2019-05-23,0,22.195,2,5,23
2019-05-24,0,11.645999999999999,2,5,24
2019-05-25,0,10.353,2,5,25
2019-05-26,0,10.328,2,5,26
2019-05-27,0,11.886,2,5,27
2019-05-28,0,11.927,2,5,28
2019-05-29,0,16.828,2,5,29
2019-05-30,0,16.962,2,5,30
2019-05-31,0,12.2,2,5,31
2019-06-01,0,13.467,2,6,1
2019-06-02,0,9.852,2,6,2
2019-06-03,0,10.573,2,6,3
2019-06-04,0,21.253,2,6,4
2019-06-05,0,22.863,2,6,5
2019-06-06,0,28.607,2,6,6
2019-06-07,0,44.555,2,6,7
2019-06-08,1,39.897999999999996,2,6,8
2019-06-09,1,39.23,2,6,9
2019-06-10,0,26.887,2,6,10
2019-06-11,0,10.357,2,6,11
2019-06-12,0,9.622,2,6,12
2019-06-13,0,30.395,2,6,13
2019-06-14,0,45.307,2,6,14
2019-06-15,1,39.181,2,6,15
2019-06-16,1,52.857,2,6,16
2019-06-17,0,21.28,2,6,17
2019-06-18,0,33.61,2,6,18
2019-06-19,0,38.805,2,6,19
2019-06-20,0,32.62,2,6,20
2019-06-21,0,35.057,2,6,21
2019-06-22,1,32.657,2,6,22
2019-06-23,1,39.292,2,6,23
2019-06-24,0,25.443,2,6,24
2019-06-25,0,18.369,2,6,25
2019-06-26,0,19.82,2,6,26
2019-06-27,0,23.248,2,6,27
2019-06-28,0,27.491,2,6,28
2019-06-29,1,27.734,2,6,29
2019-06-30,1,30.857,2,6,30
2019-07-01,0,9.99,3,7,1
2019-07-02,0,16.586,3,7,2
2019-07-03,0,8.902,3,7,3
2019-07-04,0,12.507,3,7,4
2019-07-05,0,13.648,3,7,5
2019-07-06,1,30.06,3,7,6
2019-07-07,1,38.635,3,7,7
2019-07-08,0,41.433,3,7,8
2019-07-09,0,38.221,3,7,9
2019-07-10,0,19.832,3,7,10
2019-07-11,0,10.665,3,7,11
2019-07-12,0,9.136,3,7,12
2019-07-13,1,35.303,3,7,13
2019-07-14,1,36.554,3,7,14
2019-07-15,0,45.425767434,3,7,15
2019-07-16,0,47.32486351,3,7,16
2019-07-17,0,40.613,3,7,17
2019-07-18,0,37.218,3,7,18
2019-07-19,0,40.793,3,7,19
2019-07-20,1,33.162,3,7,20
2019-07-21,1,37.524,3,7,21
2019-07-22,0,31.001,3,7,22
2019-07-23,0,23.594,3,7,23
2019-07-24,0,25.092,3,7,24
2019-07-25,0,28.983,3,7,25
2019-07-26,0,26.381999999999998,3,7,26
2019-07-27,1,44.617,3,7,27
2019-07-28,1,39.941,3,7,28
2019-07-29,0,34.456,3,7,29
2019-07-30,0,36.879,3,7,30
2019-07-31,0,34.665,3,7,31
2019-08-01,0,9.957,3,8,1
2019-08-02,0,13.26,3,8,2
2019-08-03,1,8.517,3,8,3
2019-08-04,1,13.418,3,8,4
2019-08-05,0,17.027,3,8,5
2019-08-06,0,36.926,3,8,6
2019-08-07,0,52.361752961,3,8,7
2019-08-08,0,42.648,3,8,8
2019-08-09,0,44.915,3,8,9
2019-08-10,1,17.085,3,8,10
2019-08-11,1,11.020999999999999,3,8,11
2019-08-12,0,10.543,3,8,12
2019-08-13,0,52.836,3,8,13
2019-08-14,0,44.204,3,8,14
2019-08-15,0,40.958999999999996,3,8,15
2019-08-16,0,40.477000000000004,3,8,16
2019-08-17,1,46.031,3,8,17
2019-08-18,1,40.429,3,8,18
2019-08-19,0,46.641,3,8,19
2019-08-20,0,34.104,3,8,20
2019-08-21,0,37.24,3,8,21
2019-08-22,0,39.476,3,8,22
2019-08-23,0,31.509,3,8,23
2019-08-24,1,38.087,3,8,24
2019-08-25,1,35.332,3,8,25
2019-08-26,0,40.238,3,8,26
2019-08-27,0,33.749,3,8,27
2019-08-28,0,38.172,3,8,28
2019-08-29,0,35.432,3,8,29
2019-08-30,0,36.431,3,8,30
2019-08-31,1,34.252,3,8,31
2019-09-01,1,8.907,3,9,1
2019-09-02,0,14.519,3,9,2
2019-09-03,0,9.035,3,9,3
2019-09-04,0,16.839,3,9,4
2019-09-05,0,22.777,3,9,5
2019-09-06,0,52.045,3,9,6
2019-09-07,1,39.794,3,9,7
2019-09-08,1,29.747,3,9,8
2019-09-09,0,34.941,3,9,9
2019-09-10,0,20.43,3,9,10
2019-09-11,0,9.639,3,9,11
2019-09-12,0,11.292,3,9,12
2019-09-13,0,25.758,3,9,13
2019-09-14,1,34.391,3,9,14
2019-09-15,1,31.896,3,9,15
2019-09-16,0,28.426,3,9,16
2019-09-17,0,18.517,3,9,17
2019-09-18,0,19.385,3,9,18
2019-09-19,0,17.156,3,9,19
2019-09-20,0,19.017,3,9,20
2019-09-21,1,27.748,3,9,21
2019-09-22,1,27.477,3,9,22
2019-09-23,0,25.223,3,9,23
2019-09-24,0,26.805,3,9,24
2019-09-25,0,27.491,3,9,25
2019-09-26,0,28.209,3,9,26
2019-09-27,0,24.646,3,9,27
2019-09-28,1,29.554000000000002,3,9,28
2019-09-29,1,29.898,3,9,29
2019-09-30,0,27.222,3,9,30
2019-10-01,0,9.809,4,10,1
2019-10-02,0,14.184999999999999,4,10,2
2019-10-03,0,14.0268,4,10,3
2019-10-04,0,19.159,4,10,4
2019-10-05,1,17.649,4,10,5
2019-10-06,1,35.119,4,10,6
2019-10-07,0,40.361,4,10,7
2019-10-08,0,26.654,4,10,8
2019-10-09,0,27.427,4,10,9
2019-10-10,0,23.906,4,10,10
2019-10-11,0,9.993,4,10,11
2019-10-12,1,9.699,4,10,12
2019-10-13,1,9.48,4,10,13
2019-10-14,0,23.076999999999998,4,10,14
2019-10-15,0,32.139,4,10,15
2019-10-16,0,15.041,4,10,16
2019-10-17,0,8.779,4,10,17
2019-10-18,0,9.483,4,10,18
2019-10-19,1,24.881,4,10,19
2019-10-20,1,24.447,4,10,20
2019-10-21,0,18.362,4,10,21
2019-10-22,0,11.121,4,10,22
2019-10-23,0,9.956,4,10,23
2019-10-24,0,16.033,4,10,24
2019-10-25,0,11.665,4,10,25
2019-10-26,1,8.241,4,10,26
2019-10-27,1,9.621,4,10,27
2019-10-28,0,11.225999999999999,4,10,28
2019-10-29,0,12.033,4,10,29
2019-10-30,0,10.922,4,10,30
2019-10-31,0,11.293,4,10,31
2019-11-01,0,9.76,4,11,1
2019-11-02,1,8.331,4,11,2
2019-11-03,1,13.179,4,11,3
2019-11-04,0,13.439,4,11,4
2019-11-05,0,17.127,4,11,5
2019-11-06,0,26.084,4,11,6
2019-11-07,0,40.537,4,11,7
2019-11-08,0,36.418,4,11,8
2019-11-09,1,30.407,4,11,9
2019-11-10,1,11.696,4,11,10
2019-11-11,0,9.19,4,11,11
2019-11-12,0,13.174,4,11,12
2019-11-13,0,14.334,4,11,13
2019-11-14,0,11.619,4,11,14
2019-11-15,0,10.097,4,11,15
2019-11-16,1,9.536,4,11,16
2019-11-17,1,9.977,4,11,17
2019-11-18,0,8.543,4,11,18
2019-11-19,0,8.478,4,11,19
2019-11-20,0,8.684,4,11,20
2019-11-21,0,9.263,4,11,21
2019-11-22,0,9.948,4,11,22
2019-11-23,1,7.884,4,11,23
2019-11-24,1,10.004999999999999,4,11,24
2019-11-25,0,9.599,4,11,25
2019-11-26,0,10.352,4,11,26
2019-11-27,0,10.366,4,11,27
2019-11-28,0,12.151,4,11,28
2019-11-29,0,10.203999999999999,4,11,29
2019-11-30,1,11.818999999999999,4,11,30
2019-12-01,1,9.588,4,12,1
2019-12-02,0,10.07,4,12,2
2019-12-03,0,11.969999999999999,4,12,3
2019-12-04,0,13.763,4,12,4
2019-12-05,0,16.509999999999998,4,12,5
2019-12-06,0,28.909,4,12,6
2019-12-07,1,39.877,4,12,7
2019-12-08,1,46.382,4,12,8
2019-12-09,0,22.376,4,12,9
2019-12-10,0,7.853,4,12,10
2019-12-11,0,13.149,4,12,11
2019-12-12,0,9.588,4,12,12
2019-12-13,0,10.589,4,12,13
2019-12-14,1,9.586,4,12,14
2019-12-15,1,13.107,4,12,15
2019-12-16,0,10.584,4,12,16
2019-12-17,0,10.858,4,12,17
2019-12-18,0,12.579,4,12,18
2019-12-19,0,13.371,4,12,19
2019-12-20,0,13.689,4,12,20
2019-12-21,0,7.25,4,12,21
2019-12-22,0,4.875,4,12,22
2019-12-23,0,4.95,4,12,23
2019-12-24,0,5.055,4,12,24
2019-12-25,0,4.936,4,12,25
2019-12-26,0,5.031999999999999,4,12,26
2019-12-27,0,5.173,4,12,27
2019-12-28,0,5.199999999999999,4,12,28
2019-12-29,0,5.308999999999999,4,12,29
2019-12-30,0,4.947,4,12,30
2019-12-31,0,5.042,4,12,31
2020-01-01,0,4.814,1,1,1
2020-01-02,0,11.120999999999999,1,1,2
2020-01-03,0,11.372,1,1,3
2020-01-04,1,10.658,1,1,4
2020-01-05,1,13.195,1,1,5
2020-01-06,0,23.794,1,1,6
2020-01-07,0,39.825,1,1,7
2020-01-13,0,9.478,1,1,13
2020-01-14,0,8.629,1,1,14
2020-01-15,0,9.472999999999999,1,1,15
2020-01-16,0,9.187999999999999,1,1,16
2020-01-17,0,8.83,1,1,17
2020-01-18,1,10.891,1,1,18
2020-01-19,1,9.068999999999999,1,1,19
2020-01-20,0,13.161999999999999,1,1,20
2020-01-21,0,13.094999999999999,1,1,21
2020-01-22,0,9.935,1,1,22
2020-01-23,0,9.0,1,1,23
2020-01-24,0,12.29,1,1,24
2020-01-25,1,9.562,1,1,25
2020-01-26,1,8.547,1,1,26
2020-01-27,0,8.525,1,1,27
2020-01-28,0,10.629,1,1,28
2020-01-29,0,11.73,1,1,29
2020-01-30,0,11.62,1,1,30
2020-01-31,0,9.99,1,1,31
2020-02-01,1,7.02,1,2,1
2020-02-02,1,12.486,1,2,2
2020-02-03,0,10.883,1,2,3
2020-02-04,0,11.968,1,2,4
2020-02-05,0,17.135,1,2,5
2020-02-06,0,32.016,1,2,6
2020-02-07,0,44.567,1,2,7
2020-02-13,0,10.404,1,2,13
2020-02-14,0,10.889999999999999,1,2,14
2020-02-15,1,10.948,1,2,15
2020-02-16,1,7.842,1,2,16
2020-02-17,0,10.644,1,2,17
2020-02-18,0,10.094,1,2,18
2020-02-19,0,10.818,1,2,19
2020-02-20,0,12.561,1,2,20
2020-02-21,0,11.738,1,2,21
2020-02-22,1,14.461,1,2,22
2020-02-23,1,10.913,1,2,23
2020-02-24,0,9.379,1,2,24
2020-02-25,0,9.629999999999999,1,2,25
2020-02-26,0,10.203,1,2,26
2020-02-27,0,12.04,1,2,27
2020-02-28,0,10.770999999999999,1,2,28
2020-02-29,1,10.557,1,2,29
2020-03-01,1,9.786999999999999,1,3,1
2020-03-02,0,8.387,1,3,2
2020-03-03,0,9.233,1,3,3
2020-03-04,0,11.722,1,3,4
2020-03-05,0,19.499,1,3,5
2020-03-06,0,24.891,1,3,6
2020-03-07,0,39.659,1,3,7
2020-03-13,0,16.101,1,3,13
2020-03-14,0,11.999,1,3,14
2020-03-15,0,14.986,1,3,15
2020-03-16,0,12.332,1,3,16
2020-03-17,0,12.842,1,3,17
2020-03-18,0,17.623,1,3,18
2020-03-19,0,16.37,1,3,19
2020-03-20,0,11.244,1,3,20
2020-03-21,0,11.119,1,3,21
2020-03-22,0,9.123999999999999,1,3,22
2020-03-23,0,11.628,1,3,23
2020-03-24,0,17.808,1,3,24
2020-03-25,0,17.230999999999998,1,3,25
2020-03-26,0,17.557,1,3,26
2020-03-27,0,20.584,1,3,27
2020-03-28,0,12.326,1,3,28
2020-03-29,0,9.466,1,3,29
2020-03-30,0,12.382,1,3,30
2020-03-31,0,13.883000000000001,1,3,31
2020-04-01,0,12.286999999999999,2,4,1
2020-04-02,0,9.138,2,4,2
2020-04-03,0,10.177999999999999,2,4,3
2020-04-04,0,9.754,2,4,4
2020-04-05,0,22.112,2,4,5
2020-04-06,0,33.209,2,4,6
2020-04-07,0,38.071,2,4,7
2020-04-13,0,10.324,2,4,13
2020-04-14,0,9.254999999999999,2,4,14
2020-04-15,0,8.234,2,4,15
2020-04-16,0,8.948,2,4,16
2020-04-17,0,11.914,2,4,17
2020-04-18,0,9.016,2,4,18
2020-04-19,0,13.549,2,4,19
2020-04-20,0,15.264,2,4,20
2020-04-21,0,19.43,2,4,21
2020-04-22,0,16.744,2,4,22
2020-04-23,0,23.88,2,4,23
2020-04-24,0,18.105,2,4,24
2020-04-25,0,13.998,2,4,25
2020-04-26,0,14.571,2,4,26
2020-04-27,0,16.216,2,4,27
2020-04-28,0,15.744,2,4,28
2020-04-29,0,14.149,2,4,29
2020-04-30,0,14.783,2,4,30
2020-05-01,0,9.75,2,5,1
2020-05-02,0,10.816,2,5,2
2020-05-03,0,8.434,2,5,3
2020-05-04,0,8.334999999999999,2,5,4
2020-05-05,0,23.301,2,5,5
2020-05-06,0,34.752,2,5,6
2020-05-07,0,36.565,2,5,7
2020-05-13,0,22.825,2,5,13
2020-05-14,0,30.765,2,5,14
2020-05-15,0,29.278,2,5,15
2020-05-16,0,15.065999999999999,2,5,16
2020-05-17,0,19.607,2,5,17
2020-05-18,0,31.937,2,5,18
2020-05-19,0,26.067999999999998,2,5,19
2020-05-20,0,40.227,2,5,20
2020-05-21,0,29.095,2,5,21
2020-05-22,0,37.522999999999996,2,5,22
2020-05-23,0,29.18,2,5,23
2020-05-24,0,24.53,2,5,24
2020-05-25,0,18.881,2,5,25
2020-05-26,0,19.297,2,5,26
2020-05-27,0,16.266,2,5,27
2020-05-28,0,22.228,2,5,28
2020-05-29,0,29.229,2,5,29
2020-05-30,0,19.688,2,5,30
2020-05-31,0,23.877,2,5,31
2020-06-01,0,9.284,2,6,1
2020-06-02,0,11.622,2,6,2
2020-06-03,0,8.83,2,6,3
2020-06-04,0,9.295,2,6,4
2020-06-05,0,19.904,2,6,5
2020-06-06,0,30.628,2,6,6
2020-06-07,0,39.9,2,6,7
2020-06-13,0,33.308,2,6,13
2020-06-14,0,28.844,2,6,14
2020-06-15,0,42.918,2,6,15
2020-06-16,0,31.603,2,6,16
2020-06-17,0,32.157,2,6,17
2020-06-18,0,35.148,2,6,18
2020-06-19,0,27.461,2,6,19
2020-06-20,0,25.064999999999998,2,6,20
2020-06-21,0,37.979,2,6,21
2020-06-22,0,22.005,2,6,22
2020-06-23,0,25.947,2,6,23
2020-06-24,0,26.119,2,6,24
2020-06-25,0,23.333,2,6,25
2020-06-26,0,24.384,2,6,26
2020-06-27,0,29.457,2,6,27
2020-06-28,0,31.111,2,6,28
2020-06-29,0,31.602,2,6,29
2020-06-30,0,39.537,2,6,30
2020-07-01,0,9.055,3,7,1
2020-07-02,0,11.847999999999999,3,7,2
2020-07-03,0,12.418,3,7,3
2020-07-04,1,17.238,3,7,4
2020-07-05,1,15.263,3,7,5
2020-07-06,0,37.439,3,7,6
2020-07-07,0,38.483,3,7,7
2020-08-01,1,11.105,3,8,1
2020-08-02,1,9.28,3,8,2
2020-08-03,0,9.960428571,3,8,3
2020-08-04,0,20.329,3,8,4
2020-08-05,0,20.59,3,8,5
2020-08-06,0,42.939,3,8,6
2020-09-01,0,8.842,3,9,1
2020-09-02,0,9.902,3,9,2
2020-09-03,0,8.551,3,9,3
2020-09-04,0,22.922,3,9,4
2020-09-05,1,11.959999999999999,3,9,5
2020-09-06,1,47.132,3,9,6
2020-10-01,0,9.437,4,10,1
2020-10-02,0,10.405999999999999,4,10,2
2020-10-03,1,8.728,4,10,3
2020-10-04,1,13.015,4,10,4
2020-10-05,0,12.806000000000001,4,10,5
2020-10-06,0,31.555,4,10,6
2020-11-01,1,9.581999999999999,4,11,1
2020-11-02,0,10.536999999999999,4,11,2
2020-11-03,0,9.08,4,11,3
2020-11-04,0,13.309,4,11,4
2020-11-05,0,16.659,4,11,5
2020-11-06,0,27.731,4,11,6
2020-12-01,0,11.826,4,12,1
2020-12-02,0,12.087,4,12,2
2020-12-03,0,16.13,4,12,3
2020-12-04,0,18.011,4,12,4
2020-12-05,1,15.777,4,12,5
2020-12-06,1,34.504,4,12,6
